ID (GT),Track Length (GT),Track Coverage,Missing Time Points,Dino Data
2389,4.0,4,[],"6668,1,18.0"
2390,22.0,22,[],"6252,1,33.0;8393,3,14.0;8090,14,11.0;6349,15,22.0"
2391,6.0,6,[],"5467,1,29.0"
2392,13.0,13,[],"7256,1,13.0;8075,2,7.0;7256,5,13.0;8075,7,7.0;7256,8,13.0"
2393,8.0,8,[],"7588,1,19.0;8266,4,19.0;8938,8,11.0"
2394,26.0,26,[],"8617,1,19.0;9397,17,15.0"
2395,17.0,17,[],"7357,1,24.0;3225,8,32.0;7357,10,24.0;8470,11,8.0;9823,12,9.0"
2396,8.0,8,[],"7339,1,11.0;8389,3,11.0"
2397,18.0,18,[],"8364,1,27.0"
2398,7.0,7,[],"8099,1,15.0"
2399,7.0,7,[],"5426,1,32.0"
2400,8.0,8,[],"3361,1,46.0;8870,2,10.0"
2401,26.0,24,"[79.0, 98.0]","4421,1,32.0;9277,7,20.0"
2402,4.0,4,[],"5771,1,29.0"
2403,7.0,7,[],"8756,1,8.0;5107,6,21.0"
2404,12.0,12,[],"5492,1,38.0;8508,7,16.0;5492,9,38.0"
2405,26.0,26,[],"8803,1,26.0"
2406,16.0,15,[89.0],"4803,1,45.0;7080,15,29.0;4803,16,45.0"
2407,5.0,5,[],"1433,1,39.0;7917,4,17.0"
2408,7.0,7,[],"8213,1,23.0;6132,6,26.0;7717,7,25.0"
2409,22.0,22,[],"278,1,55.0;9656,21,11.0;10928,22,4.0"
2410,7.0,6,[81.0],"6478,1,17.0;8241,3,23.0;7939,4,29.0;8241,7,23.0"
2411,7.0,7,[],"8871,1,7.0"
2412,11.0,11,[],"7125,1,21.0"
2413,12.0,12,[],"4018,1,35.0;9186,11,9.0"
2414,20.0,20,[],"8729,1,15.0;8406,13,17.0;10155,17,10.0;9100,18,12.0"
2415,20.0,20,[],"8868,1,7.0;5999,7,41.0"
2416,14.0,13,[81.0],"8893,1,12.0;5840,7,21.0;8893,8,12.0;9030,12,11.0;9756,13,4.0;9682,14,6.0"
2417,14.0,13,[79.0],"2762,1,38.0;7371,2,7.0;8042,3,18.0;9319,6,13.0"
2418,21.0,21,[],"8327,1,24.0"
2419,6.0,6,[],"7294,1,16.0"
2420,9.0,9,[],"8508,1,16.0;7897,9,21.0"
2421,5.0,5,[],"10141,1,8.0"
2422,5.0,5,[],"8621,1,18.0"
2423,14.0,14,[],"6189,1,16.0;8580,4,22.0"
2424,19.0,19,[],"6438,1,44.0"
2425,9.0,9,[],"6282,1,20.0"
2426,12.0,12,[],"5314,1,48.0"
2427,25.0,25,[],"4242,1,66.0"
2428,8.0,7,[92.0],"9541,1,9.0;10619,2,5.0;9544,3,13.0;10035,4,5.0;5572,5,38.0;8844,6,23.0;6173,7,18.0;7463,8,23.0"
2429,18.0,18,[],"0,1,65.0"
2430,13.0,13,[],"9593,1,14.0"
2431,16.0,16,[],"4374,1,23.0;5512,2,20.0;2762,3,38.0"
2432,9.0,9,[],"4136,1,37.0"
2433,9.0,9,[],"6115,1,27.0"
2434,4.0,4,[],"6561,1,33.0"
2435,6.0,6,[],"7427,1,21.0;7957,4,9.0;424,5,47.0;9150,6,5.0"
2436,11.0,11,[],"7080,1,29.0;7311,2,28.0;7080,6,29.0;9125,7,7.0"
2437,24.0,24,[],"7216,1,28.0;9558,24,17.0"
2438,5.0,3,"[79.0, 80.0]","412,1,67.0;7110,2,21.0;9139,3,8.0;9163,4,4.0;6501,5,24.0"
2439,9.0,9,[],"8181,1,15.0;8388,2,8.0;9617,3,17.0"
2440,24.0,24,[],"6465,1,36.0;4038,11,47.0;6465,15,36.0;4038,21,47.0"
2441,13.0,13,[],"8965,1,6.0;6430,2,28.0;8965,3,6.0;7524,8,9.0;1600,9,46.0;9568,10,7.0"
2442,20.0,19,[99.0],"5336,1,43.0;9790,20,13.0"
2443,14.0,13,[81.0],"9351,1,4.0;8839,2,6.0;3921,3,44.0;7839,4,17.0;8620,5,15.0;9851,6,10.0"
2444,11.0,11,[],"4421,1,32.0;4994,2,39.0;4421,4,32.0;9277,6,20.0;4421,7,32.0"
2445,14.0,14,[],"8147,1,16.0;7664,13,26.0"
2446,16.0,15,[89.0],"7347,1,20.0;6866,10,28.0;7347,13,20.0;9111,14,7.0;9689,16,11.0"
2447,24.0,24,[],"8244,1,10.0;8243,4,16.0;7939,6,29.0;9383,7,15.0;8361,8,22.0;9564,20,15.0;9680,21,13.0"
2448,19.0,18,[81.0],"1304,1,57.0;7717,2,25.0;8583,7,17.0;1304,9,57.0"
2449,24.0,24,[],"8966,1,24.0"
2450,6.0,6,[],"6924,1,22.0"
2451,13.0,13,[],"8571,1,24.0"
2452,4.0,4,[],"9206,1,6.0;9847,2,9.0"
2453,23.0,23,[],"9007,1,23.0"
2454,16.0,16,[],"9027,1,11.0;1121,5,62.0;3012,11,55.0"
2455,23.0,23,[],"8912,1,12.0;9832,9,13.0;9101,12,20.0;9832,14,13.0"
2456,23.0,23,[],"8435,1,17.0;5145,10,42.0;10907,20,4.0;10905,21,4.0"
2457,23.0,23,[],"6222,1,28.0;6678,8,23.0;1182,17,78.0;10119,19,7.0"
2458,15.0,8,"[77.0, 78.0, 81.0, 82.0, 83.0, 84.0, 85.0]","7392,1,29.0;9187,3,13.0;8533,4,4.0;4383,5,57.0;3896,10,31.0;6551,14,42.0"
2459,10.0,10,[],"7295,1,16.0;8783,6,15.0"
2460,12.0,12,[],"7080,1,29.0"
2461,23.0,21,"[89.0, 90.0]","7570,1,29.0;8406,13,17.0;10155,16,10.0"
2462,11.0,11,[],"7281,1,12.0;7855,2,20.0"
2463,18.0,18,[],"4825,1,45.0;10182,16,4.0;10108,17,8.0;10702,18,6.0"
2464,14.0,14,[],"3182,1,52.0;10148,13,7.0;10283,14,7.0"
2465,21.0,21,[],"7392,1,29.0;9187,4,13.0;10224,14,9.0;9187,17,13.0;10224,18,9.0"
2466,13.0,13,[],"6277,1,35.0;7439,2,25.0;6277,4,35.0;7439,6,25.0;7286,7,16.0;8686,8,14.0;7286,11,16.0"
2467,18.0,18,[],"6363,1,35.0"
2468,18.0,18,[],"7441,1,23.0;9288,16,11.0"
2469,10.0,10,[],"7384,1,19.0"
2470,7.0,7,[],"2741,1,47.0"
2471,23.0,23,[],"9043,1,12.0;9391,6,7.0;9642,11,16.0"
2472,14.0,14,[],"6460,1,22.0"
2473,18.0,17,[82.0],"5106,1,45.0;8891,6,13.0;8287,7,16.0;5106,11,45.0"
2474,22.0,22,[],"8849,1,9.0;7630,2,28.0"
2475,22.0,22,[],"3252,1,61.0"
2476,22.0,20,"[84.0, 97.0]","8787,1,19.0;7471,8,28.0;10613,20,7.0"
2477,21.0,21,[],"6136,1,36.0"
2478,19.0,17,"[86.0, 88.0]","9101,1,20.0;9832,9,13.0;9101,10,20.0"
2479,22.0,19,"[96.0, 97.0, 98.0]","8061,1,30.0;10800,20,4.0;10191,21,7.0"
2480,22.0,21,[85.0],"7782,1,16.0;9528,9,5.0;7188,10,26.0;6565,16,34.0"
2481,22.0,22,[],"9119,1,14.0;10045,11,8.0;10227,12,5.0;9105,13,12.0"
2482,15.0,13,"[80.0, 89.0]","4803,1,45.0;7730,3,17.0;9419,4,18.0;4803,12,45.0"
2483,20.0,18,"[93.0, 94.0]","8366,1,25.0;6636,13,22.0;8620,14,15.0;7571,15,17.0;9135,17,6.0;9788,18,6.0"
2484,22.0,22,[],"8672,1,18.0;9623,12,9.0;8580,14,22.0;9499,16,5.0;8770,17,10.0;278,18,55.0;9656,19,11.0;10928,20,4.0"
2485,14.0,14,[],"8579,1,10.0;9090,6,17.0;6226,8,22.0"
2486,5.0,5,[],"2403,1,47.0;4559,2,28.0"
2487,4.0,4,[],"6243,1,33.0"
2488,14.0,14,[],"7840,1,29.0"
2489,4.0,4,[],"7445,1,19.0"
2490,14.0,14,[],"7887,1,19.0;7546,6,17.0;5188,7,24.0;7889,11,21.0;9521,12,7.0;7889,13,21.0"
2491,22.0,22,[],"8926,1,12.0;7303,3,20.0;7756,4,9.0;9086,5,7.0;9306,6,11.0;9303,7,6.0;8394,8,18.0"
2492,22.0,20,"[98.0, 99.0]","9094,1,20.0;10119,21,7.0"
2493,8.0,8,[],"7060,1,18.0;7701,2,10.0;7842,3,15.0;8503,4,9.0;9097,5,12.0;7271,8,13.0"
2494,22.0,22,[],"5971,1,33.0;8570,4,25.0"
2495,9.0,9,[],"8575,1,11.0;9186,7,9.0;9494,8,4.0;7177,9,18.0"
2496,6.0,6,[],"9109,1,8.0"
2497,4.0,4,[],"9113,1,4.0"
2498,7.0,7,[],"7089,1,19.0"
2499,6.0,6,[],"9401,1,10.0"
2500,7.0,7,[],"3225,1,32.0;7357,5,24.0;8470,6,8.0;9823,7,9.0"
2501,6.0,6,[],"9055,1,4.0;8682,4,7.0"
2502,13.0,13,[],"9225,1,15.0"
2503,21.0,20,[80.0],"8141,1,9.0;8821,2,20.0;8022,3,24.0"
2504,5.0,5,[],"9171,1,15.0"
2505,10.0,10,[],"7031,1,31.0"
2506,17.0,17,[],"9047,1,18.0;9215,2,5.0;9047,4,18.0;7980,11,9.0;9047,13,18.0"
2507,10.0,9,[89.0],"3520,1,49.0;5452,2,42.0;9286,6,12.0;6005,7,34.0"
2508,4.0,4,[],"8484,1,9.0"
2509,12.0,12,[],"8644,1,19.0"
2510,21.0,21,[],"8884,1,11.0;9686,7,16.0"
2511,19.0,19,[],"8669,1,10.0;8312,8,14.0;7385,9,30.0"
2512,8.0,8,[],"8822,1,18.0"
2513,6.0,6,[],"4039,1,37.0;7028,4,12.0;9416,5,5.0"
2514,20.0,20,[],"6663,1,28.0"
2515,13.0,13,[],"9006,1,4.0;9273,2,11.0;9403,3,11.0;3520,5,49.0;9759,6,11.0;5986,7,37.0;9538,8,17.0"
2516,17.0,17,[],"8374,1,24.0;8608,15,13.0"
2517,4.0,4,[],"4747,1,38.0"
2518,20.0,20,[],"6141,1,34.0"
2519,5.0,5,[],"8253,1,11.0;6607,4,33.0;5506,5,41.0"
2520,20.0,19,[93.0],"8964,1,19.0;9345,6,10.0;4791,7,42.0;10556,14,6.0;10138,15,7.0;10556,17,6.0;7212,18,17.0"
2521,9.0,9,[],"7842,1,15.0;8503,2,9.0;9097,3,12.0;9544,4,13.0"
2522,16.0,16,[],"4635,1,52.0"
2523,6.0,6,[],"7943,1,7.0;8875,2,14.0"
2524,11.0,11,[],"8731,1,14.0;9264,2,18.0;9457,3,11.0"
2525,20.0,20,[],"9186,1,9.0;4018,3,35.0;4131,7,37.0;4839,9,33.0;9186,10,9.0;10250,11,4.0;10249,12,10.0"
2526,5.0,5,[],"7832,1,27.0"
2527,17.0,16,[96.0],"7578,1,23.0;9703,11,6.0;9847,12,9.0;7705,17,14.0"
2528,13.0,13,[],"9296,1,20.0"
2529,20.0,20,[],"8794,1,9.0;9790,9,13.0"
2530,6.0,6,[],"9012,1,11.0"
2531,11.0,11,[],"8621,1,18.0"
2532,8.0,8,[],"3309,1,51.0"
2533,6.0,6,[],"10196,1,8.0"
2534,20.0,20,[],"5999,1,41.0;8868,2,7.0;8563,3,23.0;4105,4,48.0;8563,6,23.0"
2535,20.0,20,[],"7104,1,26.0;6755,15,31.0"
2536,5.0,5,[],"4533,1,32.0"
2537,7.0,7,[],"5094,1,44.0"
2538,18.0,18,[],"9035,1,19.0;9176,2,18.0"
2539,16.0,16,[],"1182,1,78.0"
2540,6.0,6,[],"2552,1,45.0;7939,3,29.0;4929,4,41.0"
2541,8.0,6,"[84.0, 85.0]","8306,1,10.0;8862,2,12.0;5103,4,53.0;9452,6,9.0;9762,7,7.0;9453,8,7.0"
2542,8.0,8,[],"2941,1,54.0"
2543,6.0,6,[],"8190,1,14.0;9495,2,6.0;9648,3,9.0"
2544,17.0,17,[],"7192,1,26.0"
2545,19.0,18,[97.0],"9344,1,15.0;9180,5,11.0;9888,7,12.0;10117,16,6.0;10562,17,4.0"
2546,16.0,16,[],"8063,1,22.0;9175,2,5.0;6899,3,21.0;8786,4,17.0;10680,16,4.0"
2547,4.0,4,[],"7016,1,25.0;8512,3,11.0;9171,4,15.0"
2548,12.0,12,[],"1077,1,63.0;7783,9,18.0;8848,10,13.0"
2549,5.0,5,[],"7796,1,22.0"
2550,9.0,9,[],"9390,1,15.0"
2551,15.0,15,[],"5691,1,33.0"
2552,19.0,19,[],"6466,1,17.0;4855,2,41.0"
2553,5.0,5,[],"10743,1,5.0"
2554,12.0,12,[],"9427,1,5.0;7883,5,22.0;8857,6,10.0;7524,8,9.0;7319,9,17.0;9895,10,5.0;10451,11,5.0"
2555,19.0,16,"[93.0, 94.0, 96.0]","4900,1,37.0;2039,6,75.0;5088,7,38.0;7981,8,17.0;4900,11,37.0;9908,12,4.0;9354,14,11.0;10728,17,4.0;10864,18,4.0"
2556,4.0,4,[],"6579,1,18.0"
2557,18.0,18,[],"8220,1,26.0"
2558,5.0,5,[],"8861,1,15.0"
2559,5.0,5,[],"9439,1,7.0"
2560,4.0,4,[],"8607,1,6.0;4039,2,37.0"
2561,18.0,18,[],"9483,1,18.0"
2562,13.0,12,[94.0],"6698,1,28.0;3520,2,49.0;9403,3,11.0;8028,4,10.0;9759,5,11.0"
2563,4.0,4,[],"9018,1,6.0;7396,4,17.0"
2564,16.0,15,[88.0],"3921,1,44.0;7839,2,17.0;8620,3,15.0;9524,4,5.0;8621,5,18.0;10221,6,11.0"
2565,18.0,18,[],"8411,1,22.0"
2566,18.0,17,[99.0],"9124,1,8.0;7662,2,21.0;10215,12,6.0;10455,13,7.0"
2567,7.0,7,[],"8922,1,14.0"
2568,12.0,11,[83.0],"4138,1,24.0;7078,2,28.0;6449,4,29.0;9913,5,6.0;4138,7,24.0;10157,8,7.0"
2569,18.0,18,[],"8376,1,19.0;7294,16,16.0;7898,17,20.0"
2570,4.0,4,[],"9672,1,9.0"
2571,5.0,5,[],"6691,1,16.0;9218,2,16.0"
2572,12.0,10,"[97.0, 98.0]","9344,1,15.0;9888,8,12.0;10117,9,6.0;10562,10,4.0;9634,12,7.0"
2573,5.0,4,[86.0],"6476,1,30.0"
2574,4.0,4,[],"9833,1,4.0;9979,2,6.0;10197,3,7.0"
2575,14.0,14,[],"8732,1,16.0;8933,2,14.0;8601,3,19.0"
2576,5.0,5,[],"9168,1,12.0"
2577,9.0,9,[],"9928,1,8.0;10280,2,4.0;9689,3,11.0"
2578,18.0,14,"[95.0, 96.0, 98.0, 99.0]","6430,1,28.0;8281,5,17.0;10553,14,4.0;8964,15,19.0;8281,16,17.0;7212,17,17.0;6222,18,28.0"
2579,18.0,18,[],"8782,1,8.0;8108,2,19.0;1743,5,75.0;4631,6,45.0;10195,12,4.0;10682,13,6.0"
2580,18.0,18,[],"8933,1,14.0;9588,2,12.0;9264,3,18.0"
2581,18.0,18,[],"7728,1,9.0;3501,2,35.0;9085,6,18.0;10105,7,12.0"
2582,14.0,14,[],"9503,1,13.0;8820,8,14.0"
2583,18.0,16,"[82.0, 85.0]","8505,1,23.0;9097,5,12.0;10042,6,13.0"
2584,18.0,17,[82.0],"8508,1,16.0;7897,3,21.0"
2585,10.0,10,[],"9035,1,19.0;8178,10,29.0"
2586,13.0,13,[],"5853,1,20.0;7589,2,14.0;7796,9,22.0;5753,10,31.0"
2587,4.0,4,[],"7666,1,8.0;6516,2,22.0;9046,3,12.0"
2588,8.0,8,[],"8919,1,11.0"
2589,10.0,10,[],"8587,1,19.0"
2590,14.0,14,[],"9312,1,16.0"
2591,5.0,2,"[97.0, 98.0, 99.0]","8736,1,7.0;8561,2,9.0;6375,3,25.0;8561,4,9.0;8411,5,22.0"
2592,17.0,17,[],"9110,1,9.0;6565,3,34.0;4886,4,26.0;10023,5,12.0;6565,8,34.0;10023,9,12.0"
2593,17.0,17,[],"8345,1,12.0;8342,5,17.0;2403,6,47.0"
2594,8.0,6,"[83.0, 84.0]","9512,1,5.0;9567,2,6.0;8002,5,16.0"
2595,17.0,17,[],"7060,1,18.0;9695,5,8.0;7471,10,28.0;10613,11,7.0"
2596,4.0,4,[],"8384,1,17.0"
2597,17.0,17,[],"7684,1,16.0;8821,2,20.0"
2598,14.0,14,[],"7580,1,33.0;8971,2,16.0;8492,7,15.0"
2599,6.0,1,"[83.0, 85.0, 86.0, 87.0, 88.0]","5383,1,30.0"
2600,17.0,17,[],"9527,1,11.0;9479,2,8.0;9527,5,11.0;6392,7,37.0"
2601,6.0,6,[],"7009,1,32.0"
2602,16.0,16,[],"7944,1,18.0;9579,7,14.0"
2603,4.0,3,[87.0],"8106,1,17.0;9463,2,4.0;9782,3,5.0;8317,4,18.0"
2604,8.0,8,[],"9737,1,12.0"
2605,16.0,16,[],"7524,1,9.0;9427,2,5.0;7883,3,22.0"
2606,16.0,15,[84.0],"3881,1,48.0;9258,2,18.0"
2607,4.0,4,[],"7664,1,26.0;8148,3,15.0"
2608,12.0,12,[],"9008,1,17.0"
2609,14.0,13,[87.0],"9286,1,12.0;6698,3,28.0;5452,4,42.0"
2610,16.0,16,[],"38,1,52.0;8112,6,17.0;10242,10,9.0"
2611,16.0,16,[],"7811,1,23.0"
2612,5.0,5,[],"9648,1,9.0"
2613,16.0,16,[],"9617,1,17.0"
2614,15.0,15,[],"9034,1,20.0"
2615,6.0,6,[],"9129,1,13.0"
2616,10.0,10,[],"9652,1,7.0;9230,2,13.0"
2617,12.0,12,[],"9582,1,13.0"
2618,7.0,7,[],"9363,1,6.0;7241,2,22.0"
2619,15.0,15,[],"9563,1,17.0"
2620,15.0,15,[],"9765,1,15.0"
2621,8.0,8,[],"8123,1,13.0;8910,5,9.0"
2622,6.0,5,[87.0],"7208,1,29.0;6236,2,28.0;9633,4,12.0"
2623,10.0,10,[],"8730,1,13.0"
2624,13.0,11,"[85.0, 86.0]","9463,1,4.0;9782,2,5.0;8317,3,18.0"
2625,6.0,6,[],"7563,1,21.0"
2626,9.0,9,[],"9813,1,9.0"
2627,15.0,15,[],"9197,1,18.0;10261,8,10.0"
2628,4.0,4,[],"9789,1,7.0"
2629,15.0,15,[],"9451,1,12.0;9755,2,6.0;9977,3,13.0"
2630,11.0,8,"[93.0, 94.0, 95.0]","5093,1,38.0;8327,3,24.0;9828,4,11.0;8719,10,26.0"
2631,4.0,4,[],"8812,1,9.0;8189,2,21.0"
2632,15.0,15,[],"9040,1,6.0;6081,2,25.0;9810,3,4.0;6081,6,25.0;6670,7,39.0;8690,8,20.0"
2633,4.0,4,[],"9750,1,5.0"
2634,4.0,4,[],"10893,1,4.0"
2635,15.0,15,[],"6246,1,35.0;6476,3,30.0"
2636,11.0,11,[],"2942,1,58.0;9218,6,16.0"
2637,15.0,15,[],"9809,1,15.0"
2638,15.0,15,[],"9382,1,12.0;10143,10,6.0;10144,11,10.0;10143,15,6.0"
2639,11.0,11,[],"7404,1,24.0"
2640,10.0,10,[],"3589,1,44.0"
2641,14.0,14,[],"7546,1,17.0;9066,3,21.0;751,8,66.0"
2642,9.0,8,[88.0],"9576,1,9.0;7793,2,31.0;9576,3,9.0"
2643,9.0,9,[],"9717,1,10.0"
2644,9.0,9,[],"9882,1,11.0"
2645,14.0,14,[],"9849,1,4.0;9753,2,6.0;10038,3,4.0;10172,4,9.0;10038,6,4.0;10253,7,9.0;8099,8,15.0;10253,9,9.0"
2646,12.0,12,[],"6350,1,39.0"
2647,9.0,9,[],"8250,1,18.0"
2648,9.0,9,[],"9017,1,15.0;5657,3,43.0"
2649,14.0,14,[],"9657,1,16.0"
2650,12.0,12,[],"8510,1,14.0;9069,2,16.0;7303,12,20.0"
2651,7.0,7,[],"9935,1,6.0;7588,7,19.0"
2652,4.0,4,[],"10681,1,4.0"
2653,7.0,7,[],"9628,1,14.0"
2654,4.0,4,[],"8348,1,14.0"
2655,5.0,5,[],"10654,1,6.0"
2656,14.0,14,[],"9219,1,17.0;10312,11,4.0;9397,12,15.0"
2657,13.0,13,[],"6536,1,38.0"
2658,5.0,5,[],"8290,1,18.0"
2659,8.0,8,[],"7208,1,29.0"
2660,13.0,13,[],"6786,1,26.0;2506,8,59.0"
2661,7.0,7,[],"9132,1,4.0;7333,2,25.0"
2662,13.0,13,[],"7497,1,21.0;10261,5,10.0;7497,7,21.0"
2663,13.0,11,"[87.0, 88.0]","9529,1,7.0;9584,2,12.0;9805,3,8.0;10161,4,5.0;10095,5,11.0"
2664,6.0,6,[],"9650,1,13.0"
2665,4.0,4,[],"8231,1,14.0"
2666,5.0,5,[],"10016,1,6.0;10014,3,5.0;8865,4,11.0;10447,5,7.0"
2667,13.0,13,[],"8622,1,11.0;9860,2,6.0;9443,4,14.0"
2668,12.0,12,[],"9347,1,13.0;1599,11,75.0"
2669,13.0,13,[],"7080,1,29.0;4803,3,45.0;9419,4,18.0"
2670,13.0,13,[],"8241,1,23.0"
2671,5.0,5,[],"7070,1,22.0;9414,2,7.0"
2672,13.0,13,[],"7016,1,25.0"
2673,13.0,13,[],"6553,1,28.0;4097,2,30.0;6553,5,28.0;4097,7,30.0;619,8,47.0;10088,9,7.0;8272,10,18.0;10660,11,6.0"
2674,13.0,13,[],"8304,1,10.0;5700,2,37.0;8879,3,10.0;9913,4,6.0;10227,5,5.0;9562,6,9.0;9467,7,9.0;575,9,54.0;9467,10,9.0"
2675,13.0,13,[],"9677,1,4.0;8364,3,27.0"
2676,13.0,13,[],"9905,1,14.0"
2677,10.0,10,[],"9716,1,15.0"
2678,5.0,5,[],"9663,1,8.0;9922,5,4.0"
2679,13.0,13,[],"5846,1,50.0"
2680,5.0,5,[],"8152,1,15.0"
2681,13.0,13,[],"9492,1,15.0;8701,2,8.0;9492,3,15.0"
2682,13.0,11,"[90.0, 91.0]","6400,1,22.0;5683,4,33.0;9339,5,5.0;10183,6,9.0"
2683,7.0,7,[],"6803,1,40.0"
2684,8.0,6,"[90.0, 93.0]","9732,1,5.0;10205,3,7.0;9888,6,12.0;9344,7,15.0"
2685,12.0,12,[],"8964,1,19.0;6222,9,28.0;9341,12,8.0"
2686,12.0,12,[],"9772,1,14.0;10877,10,4.0"
2687,12.0,10,"[97.0, 98.0]","8450,1,21.0;10382,12,6.0"
2688,12.0,11,[89.0],"8572,1,28.0;8486,4,17.0"
2689,12.0,11,[88.0],"8243,1,16.0;4938,4,50.0"
2690,8.0,8,[],"9448,1,10.0"
2691,12.0,12,[],"9521,1,7.0;9066,7,21.0"
2692,10.0,10,[],"7501,1,20.0;9005,2,11.0;10223,3,4.0;10274,4,8.0"
2693,8.0,8,[],"9017,1,15.0"
2694,4.0,4,[],"5977,1,48.0"
2695,7.0,7,[],"7588,1,19.0;6748,4,40.0"
2696,12.0,12,[],"5314,1,48.0;10621,6,7.0"
2697,5.0,2,"[90.0, 91.0, 92.0]","9714,1,9.0;8690,2,20.0;9488,3,11.0;9807,4,5.0;9488,5,11.0"
2698,8.0,8,[],"4383,1,57.0"
2699,8.0,8,[],"8266,1,19.0"
2700,9.0,9,[],"9583,1,12.0;9960,2,7.0;9583,3,12.0;5425,9,31.0"
2701,10.0,10,[],"8016,1,27.0;10556,9,6.0"
2702,12.0,12,[],"9915,1,6.0;3087,2,46.0;9376,4,11.0;9930,8,8.0"
2703,12.0,12,[],"10025,1,13.0"
2704,12.0,12,[],"5999,1,41.0;5606,5,35.0"
2705,12.0,12,[],"8850,1,9.0;9943,2,9.0;5314,3,48.0;10621,12,7.0"
2706,4.0,4,[],"5693,1,29.0"
2707,11.0,11,[],"9083,1,15.0"
2708,11.0,10,[99.0],"10077,1,6.0;6561,2,33.0;9926,3,7.0;10504,8,4.0;8897,9,8.0;9020,10,22.0"
2709,10.0,10,[],"7920,1,25.0"
2710,6.0,6,[],"10205,1,7.0;10117,5,6.0"
2711,11.0,10,[96.0],"8861,1,15.0;10327,7,4.0;5488,8,38.0"
2712,7.0,7,[],"10076,1,8.0;10202,4,8.0"
2713,11.0,11,[],"9377,1,15.0"
2714,4.0,2,"[91.0, 92.0]","7923,1,13.0;9273,2,11.0;7421,3,31.0;7800,4,30.0"
2715,11.0,11,[],"10086,1,6.0;9134,2,14.0;6349,10,22.0"
2716,11.0,10,[97.0],"38,1,52.0;6115,8,27.0;6432,10,34.0"
2717,11.0,11,[],"9984,1,12.0"
2718,11.0,9,"[98.0, 99.0]","4803,1,45.0;9419,3,18.0;5037,9,51.0;9816,10,7.0;7080,11,29.0"
2719,8.0,6,"[92.0, 93.0]","9591,1,13.0;3473,4,63.0"
2720,11.0,11,[],"9709,1,13.0"
2721,11.0,10,[98.0],"9527,1,11.0;6392,3,37.0;5699,4,43.0;10026,11,6.0"
2722,4.0,4,[],"10090,1,6.0"
2723,11.0,11,[],"7213,1,34.0;10366,9,5.0;9054,10,12.0;7094,11,39.0"
2724,11.0,11,[],"9220,1,9.0;8968,2,12.0;10135,6,5.0;8152,7,15.0"
2725,4.0,4,[],"7126,1,27.0;7459,3,20.0;7126,4,27.0"
2726,11.0,11,[],"8713,1,22.0;9650,6,13.0"
2727,11.0,11,[],"7646,1,26.0"
2728,7.0,7,[],"7917,1,17.0"
2729,6.0,5,[90.0],"10223,1,4.0;7127,2,13.0;6883,3,24.0;9260,4,15.0;10697,5,4.0"
2730,6.0,6,[],"9444,1,7.0;9531,2,10.0"
2731,9.0,9,[],"10148,1,7.0;10283,2,7.0;9858,7,7.0;4765,8,48.0;7188,9,26.0"
2732,10.0,9,[97.0],"7126,1,27.0;7834,4,23.0;7126,7,27.0;8541,9,15.0;10591,10,5.0"
2733,4.0,4,[],"6883,1,24.0"
2734,10.0,10,[],"8413,1,14.0;8836,6,15.0"
2735,10.0,10,[],"10261,1,10.0;7497,2,21.0;9197,3,18.0"
2736,10.0,10,[],"9774,1,7.0;10283,6,7.0;9858,7,7.0;10871,9,4.0"
2737,10.0,10,[],"10282,1,10.0"
2738,10.0,10,[],"7595,1,22.0"
2739,10.0,10,[],"10143,1,6.0;10144,2,10.0;6013,7,26.0"
2740,4.0,4,[],"9714,1,9.0"
2741,10.0,10,[],"9142,1,7.0;9124,2,8.0;10566,3,8.0"
2742,8.0,8,[],"8779,1,15.0"
2743,5.0,5,[],"9623,1,9.0;8770,2,10.0;9499,3,5.0;278,5,55.0"
2744,10.0,6,"[90.0, 92.0, 93.0, 94.0]","7319,1,17.0;6786,3,26.0;9895,5,5.0;6786,6,26.0;8475,10,11.0"
2745,10.0,10,[],"9986,1,7.0;9939,6,6.0;10888,7,4.0"
2746,7.0,7,[],"9393,1,11.0;9087,2,17.0"
2747,5.0,5,[],"5771,1,29.0"
2748,10.0,10,[],"8116,1,20.0;9458,2,13.0"
2749,4.0,4,[],"8929,1,9.0;9658,3,7.0;9264,4,18.0"
2750,9.0,6,"[95.0, 96.0, 97.0]","10192,1,6.0;10191,4,7.0;8061,5,30.0;10418,7,7.0;10191,8,7.0"
2751,9.0,9,[],"7578,1,23.0;10421,2,5.0;7705,3,14.0;10295,7,5.0;7578,8,23.0;8366,9,25.0"
2752,9.0,8,[91.0],"8406,1,17.0"
2753,9.0,9,[],"10138,1,7.0;10556,2,6.0;10138,8,7.0"
2754,9.0,9,[],"7923,1,13.0;9671,2,7.0;9273,3,11.0;9671,7,7.0"
2755,9.0,9,[],"10360,1,10.0"
2756,9.0,9,[],"10426,1,9.0"
2757,9.0,9,[],"9575,1,11.0"
2758,9.0,9,[],"9380,1,15.0;10624,7,5.0;10287,8,7.0"
2759,9.0,9,[],"7009,1,32.0"
2760,9.0,5,"[94.0, 95.0, 97.0, 99.0]","7981,1,17.0;4900,2,37.0;9908,3,4.0;3589,4,44.0;9354,5,11.0;10728,7,4.0;3589,9,44.0"
2761,6.0,6,[],"8783,1,15.0;6556,6,44.0"
2762,8.0,8,[],"9519,1,9.0;10537,3,7.0"
