ID (GT),Track Length (GT),Track Coverage,Missing Time Points,Dino Data
1708,11.0,11,[],"3756,1,17.0;5789,3,39.0;3756,6,17.0;5789,8,39.0"
1709,19.0,18,[50.0],"4934,1,38.0;1766,3,41.0;4934,4,38.0;3182,19,52.0"
1710,24.0,24,[],"4952,1,24.0;5587,2,25.0"
1711,13.0,13,[],"1979,1,44.0;5827,2,15.0;1979,10,44.0"
1712,19.0,19,[],"4619,1,11.0;1301,4,51.0;5026,12,18.0"
1713,7.0,7,[],"5394,1,11.0"
1714,15.0,15,[],"5965,1,17.0"
1715,48.0,47,[48.0],"3879,1,27.0;4651,2,26.0;6676,20,43.0;8145,48,15.0"
1716,19.0,17,"[52.0, 54.0]","4853,1,12.0;6191,3,23.0;6243,6,33.0;6191,7,23.0"
1717,5.0,5,[],"4780,1,10.0"
1718,8.0,8,[],"4216,1,21.0;569,3,38.0"
1719,14.0,14,[],"3970,1,21.0;2772,10,45.0;5656,11,17.0;2772,13,45.0;5656,14,17.0"
1720,11.0,10,[54.0],"3008,1,25.0;4935,6,36.0;5484,8,18.0;6938,9,8.0"
1721,10.0,10,[],"6035,1,16.0;6312,2,23.0"
1722,7.0,7,[],"4905,1,9.0;5004,2,13.0;6351,3,7.0"
1723,5.0,4,[51.0],"6071,1,10.0;5909,3,16.0;6071,5,10.0"
1724,41.0,41,[],"4764,1,10.0;1121,3,62.0;6755,22,31.0"
1725,13.0,13,[],"5158,1,34.0;6505,8,14.0;5158,9,34.0"
1726,29.0,29,[],"6238,1,36.0;6319,26,28.0"
1727,29.0,26,"[72.0, 73.0, 76.0]","5761,1,12.0;4632,2,14.0;6689,3,12.0;4511,13,29.0;8102,19,9.0;6838,20,20.0;8101,21,4.0;8623,22,9.0;7855,23,20.0;8102,25,9.0"
1728,29.0,29,[],"4621,1,22.0;5649,9,32.0"
1729,19.0,19,[],"3464,1,16.0;2014,5,46.0;6113,6,11.0;3311,9,44.0;7090,14,8.0;7384,15,19.0;3311,16,44.0;7252,17,4.0;7090,18,8.0;3311,19,44.0"
1730,37.0,37,[],"5181,1,45.0"
1731,9.0,9,[],"5652,1,15.0"
1732,7.0,7,[],"2039,1,75.0"
1733,10.0,10,[],"1909,1,47.0;4140,9,34.0"
1734,5.0,5,[],"5885,1,13.0;5497,5,21.0"
1735,25.0,25,[],"717,1,65.0;7139,17,10.0;4869,18,29.0;7562,23,6.0;4242,24,66.0"
1736,12.0,12,[],"1029,1,31.0;36,2,35.0;5956,3,22.0;6025,4,5.0;6102,5,6.0;4329,6,19.0"
1737,9.0,9,[],"5646,1,14.0;5923,5,15.0"
1738,6.0,4,"[67.0, 69.0]","5852,1,13.0;7567,2,5.0;7465,3,5.0;7284,4,10.0"
1739,17.0,17,[],"6304,1,32.0;7026,12,10.0;6304,15,32.0"
1740,6.0,6,[],"6269,1,11.0"
1741,7.0,7,[],"5312,1,11.0"
1742,14.0,14,[],"5836,1,28.0"
1743,25.0,25,[],"6252,1,33.0;3233,3,20.0;6549,4,11.0;6438,5,44.0"
1744,36.0,36,[],"5233,1,41.0;8954,28,16.0;9405,36,8.0"
1745,16.0,15,[57.0],"5383,1,30.0;3584,10,37.0"
1746,17.0,17,[],"5768,1,28.0;6516,8,22.0"
1747,11.0,11,[],"5564,1,39.0"
1748,27.0,27,[],"3640,1,50.0"
1749,13.0,12,[50.0],"2099,1,25.0;4096,2,35.0;4475,3,11.0;4096,4,35.0;6103,13,16.0"
1750,14.0,14,[],"5001,1,19.0;5109,4,22.0"
1751,23.0,23,[],"3856,1,42.0;1174,2,42.0;6502,4,15.0;2372,5,39.0;7730,16,17.0;7508,19,32.0;5534,20,26.0"
1752,8.0,8,[],"5646,1,14.0"
1753,21.0,21,[],"5026,1,18.0;4236,2,32.0;6800,17,14.0;7472,18,7.0;4231,19,29.0;7938,21,15.0"
1754,5.0,5,[],"5994,1,15.0;4071,2,37.0"
1755,22.0,22,[],"2740,1,12.0;3570,2,25.0;1013,3,38.0;3009,10,78.0;2858,11,39.0"
1756,4.0,4,[],"5743,1,6.0;4441,2,38.0"
1757,7.0,7,[],"5440,1,11.0"
1758,9.0,9,[],"3252,1,61.0"
1759,9.0,9,[],"5386,1,17.0"
1760,13.0,13,[],"5022,1,24.0"
1761,6.0,6,[],"3166,1,14.0;163,2,47.0;2741,3,47.0;696,4,34.0;6743,5,6.0;6742,6,4.0"
1762,22.0,22,[],"5924,1,10.0;4644,2,29.0;298,20,40.0;6209,21,15.0"
1763,18.0,18,[],"3616,1,32.0;2512,5,41.0"
1764,29.0,21,"[50.0, 54.0, 55.0, 56.0, 73.0, 76.0, 77.0, 78.0]","5106,1,45.0;7009,8,32.0;4771,24,41.0"
1765,38.0,38,[],"5860,1,7.0;5568,2,9.0;6319,3,28.0;4038,25,47.0;6465,34,36.0;9262,38,7.0"
1766,26.0,26,[],"6172,1,48.0;7024,20,11.0;7535,24,6.0;5208,25,26.0;6631,26,21.0"
1767,37.0,36,[53.0],"6567,1,27.0;6693,2,5.0;6670,5,39.0"
1768,13.0,13,[],"1305,1,51.0"
1769,18.0,18,[],"3500,1,49.0"
1770,31.0,31,[],"5971,1,33.0;8011,18,23.0;8570,27,25.0"
1771,25.0,25,[],"826,1,51.0;5514,2,31.0;826,9,51.0;7171,10,8.0;5509,17,48.0;6858,22,12.0"
1772,16.0,16,[],"4446,1,8.0;6052,2,41.0;6608,3,4.0;6052,6,41.0"
1773,38.0,38,[],"6338,1,14.0;4934,15,38.0;7782,32,16.0"
1774,15.0,15,[],"4803,1,45.0;5806,2,18.0;6536,3,38.0"
1775,17.0,14,"[59.0, 60.0, 61.0]","5863,1,12.0;6116,6,13.0;2632,12,26.0"
1776,16.0,16,[],"5079,1,31.0;5778,9,19.0"
1777,6.0,6,[],"4553,1,16.0"
1778,12.0,12,[],"3181,1,26.0;6854,7,24.0;4128,8,32.0;397,9,57.0"
1779,11.0,11,[],"9556,1,15.0"
1780,17.0,17,[],"3947,1,33.0"
1781,25.0,25,[],"4265,1,37.0"
1782,23.0,23,[],"6432,1,34.0"
1783,14.0,13,[52.0],"3921,1,44.0;5796,2,9.0;6555,4,13.0"
1784,35.0,35,[],"1487,1,66.0"
1785,4.0,4,[],"3784,1,22.0;6167,3,9.0;2279,4,21.0"
1786,8.0,8,[],"3381,1,16.0;6239,2,9.0;6928,3,8.0;6446,4,8.0;6928,6,8.0;6445,8,14.0"
1787,18.0,18,[],"5471,1,9.0;6597,2,9.0;4938,3,50.0;6597,10,9.0;4533,11,32.0;5482,14,43.0;4533,15,32.0"
1788,11.0,10,[58.0],"6198,1,15.0;6197,9,23.0"
1789,37.0,37,[],"4477,1,13.0;6551,2,42.0"
1790,16.0,16,[],"1432,1,43.0;4900,12,37.0"
1791,27.0,27,[],"6505,1,14.0;6259,8,10.0;7189,13,7.0;6854,14,24.0"
1792,38.0,38,[],"4376,1,37.0;1977,4,56.0;7538,16,18.0;7643,24,7.0;7188,29,26.0;9473,38,6.0"
1793,22.0,22,[],"6527,1,27.0;4365,19,31.0;8232,20,17.0;3879,21,27.0"
1794,24.0,24,[],"8926,1,12.0;8936,3,23.0"
1795,8.0,8,[],"6458,1,10.0"
1796,34.0,34,[],"3153,1,60.0;2632,10,26.0;7058,11,13.0;7126,19,27.0;7058,22,13.0;2872,23,57.0;3153,32,60.0;2321,33,45.0;9197,34,18.0"
1797,18.0,18,[],"3653,1,46.0"
1798,11.0,11,[],"7172,1,10.0;6516,2,22.0;7172,4,10.0;6516,7,22.0"
1799,8.0,8,[],"5404,1,16.0"
1800,14.0,14,[],"6213,1,11.0;6359,9,12.0"
1801,48.0,48,[],"1633,1,72.0;8719,24,26.0;9828,42,11.0;8719,43,26.0;9828,45,11.0;8719,46,26.0"
1802,24.0,24,[],"4743,1,27.0;972,12,56.0;6747,14,24.0;1077,15,63.0;3501,24,35.0"
1803,6.0,6,[],"6501,1,24.0"
1804,7.0,7,[],"4509,1,17.0"
1805,14.0,12,"[53.0, 58.0]","5835,1,27.0;4610,4,15.0;5834,7,31.0;5840,14,21.0"
1806,29.0,29,[],"4498,1,24.0;6670,2,39.0;5670,3,16.0;4016,4,52.0;8188,20,4.0;5674,21,23.0"
1807,7.0,7,[],"5500,1,14.0"
1808,11.0,11,[],"5524,1,17.0"
1809,4.0,4,[],"3516,1,29.0;6148,2,8.0;4922,3,13.0"
1810,29.0,29,[],"5686,1,16.0;6574,3,12.0;4413,14,32.0;7409,16,25.0"
1811,17.0,17,[],"6561,1,33.0"
1812,4.0,4,[],"5089,1,24.0"
1813,16.0,14,"[59.0, 60.0]","4950,1,23.0;7403,10,7.0"
1814,14.0,14,[],"1615,1,59.0"
1815,41.0,41,[],"5184,1,20.0;4752,9,32.0;7781,33,14.0;5183,34,34.0;7978,39,11.0;9023,40,7.0;9299,41,6.0"
1816,48.0,48,[],"5674,1,23.0;6080,2,50.0"
1817,15.0,15,[],"6402,1,29.0"
1818,18.0,17,[59.0],"4197,1,37.0;2741,4,47.0;5492,5,38.0;2940,8,48.0;5492,9,38.0"
1819,12.0,12,[],"5435,1,15.0;4066,4,12.0;5678,5,8.0;7036,6,13.0;6904,7,16.0;5425,8,31.0;5435,11,15.0;7533,12,24.0"
1820,10.0,8,"[52.0, 55.0]","1446,1,36.0;6528,2,5.0;5396,3,9.0;5617,4,10.0;6863,5,7.0;6530,6,12.0;6330,7,6.0;7075,8,32.0"
1821,4.0,4,[],"7059,1,9.0"
1822,26.0,26,[],"5229,1,32.0;3012,24,55.0"
1823,39.0,39,[],"1206,1,81.0"
1824,8.0,8,[],"5067,1,36.0;4774,8,25.0"
1825,5.0,5,[],"2617,1,25.0"
1826,32.0,32,[],"3794,1,37.0;7039,10,12.0;8366,11,25.0;8116,12,20.0;7839,18,17.0;8992,19,10.0;7049,20,16.0;9385,21,10.0;7049,23,16.0;9850,24,11.0"
1827,18.0,18,[],"6191,1,23.0;7751,18,6.0"
1828,9.0,9,[],"6243,1,33.0;6492,2,4.0;6573,3,6.0;6243,5,33.0;6157,6,15.0;6573,8,6.0"
1829,10.0,10,[],"4707,1,16.0;4995,4,51.0"
1830,36.0,36,[],"3473,1,63.0;9591,31,13.0"
1831,28.0,28,[],"6561,1,33.0;6350,7,39.0;7044,26,14.0"
1832,5.0,5,[],"3404,1,18.0"
1833,16.0,16,[],"7581,1,16.0;7625,2,16.0;4631,3,45.0"
1834,15.0,15,[],"5745,1,15.0;7479,3,6.0;5566,5,20.0;4151,6,26.0;7763,7,18.0"
1835,6.0,6,[],"2288,1,50.0"
1836,6.0,6,[],"6687,1,15.0"
1837,6.0,6,[],"38,1,52.0"
1838,5.0,5,[],"7441,1,23.0;7272,3,9.0;8734,4,10.0"
1839,9.0,8,[73.0],"7941,1,8.0;7476,3,14.0;7448,8,30.0"
1840,6.0,6,[],"2893,1,27.0"
1841,14.0,14,[],"1322,1,31.0;1896,3,35.0;6283,6,10.0;7002,7,6.0;7182,8,7.0;7241,9,22.0"
1842,47.0,47,[],"2040,1,42.0;3567,2,74.0;4938,45,50.0"
1843,24.0,24,[],"576,1,54.0;2552,6,45.0;7385,10,30.0"
1844,4.0,4,[],"5331,1,33.0"
1845,7.0,7,[],"9541,1,9.0;9544,2,13.0"
1846,9.0,9,[],"5853,1,20.0"
1847,37.0,37,[],"4878,1,19.0;2615,9,42.0;4332,18,26.0;2790,19,37.0;4139,27,36.0;2790,29,37.0;5291,30,35.0;4875,31,47.0;9118,32,10.0;9930,35,8.0;10029,36,4.0;10168,37,5.0"
1848,22.0,22,[],"1425,1,63.0;3987,19,42.0"
1849,23.0,23,[],"5834,1,31.0;6930,7,9.0;5001,8,19.0;6930,11,9.0;4767,13,46.0;6937,14,17.0;5001,18,19.0;5834,19,31.0"
1850,6.0,6,[],"6573,1,6.0;6243,2,33.0;7095,3,6.0;6157,6,15.0"
1851,26.0,26,[],"4555,1,36.0"
1852,22.0,22,[],"6055,1,8.0;6503,4,14.0;7254,12,14.0"
1853,9.0,9,[],"4181,1,22.0;7083,2,17.0"
1854,10.0,10,[],"6416,1,7.0;2834,2,37.0;5493,4,20.0;6195,5,19.0"
1855,28.0,28,[],"6156,1,14.0;5855,2,10.0;6404,3,7.0;6490,4,39.0;7161,13,22.0"
1856,11.0,11,[],"6577,1,17.0"
1857,6.0,6,[],"5965,1,17.0;6914,6,5.0"
1858,6.0,6,[],"1124,1,41.0"
1859,17.0,15,"[58.0, 59.0]","6054,1,15.0;5063,5,12.0;5723,6,36.0;6678,7,23.0;5723,8,36.0"
1860,5.0,5,[],"6635,1,17.0;5280,2,14.0;5535,3,11.0;5280,5,14.0"
1861,19.0,19,[],"1155,1,56.0;6077,8,29.0;7728,18,9.0"
1862,6.0,6,[],"3323,1,42.0"
1863,47.0,47,[],"6391,1,22.0;4636,2,16.0;6391,5,22.0;7091,6,42.0"
1864,6.0,6,[],"6051,1,18.0"
1865,16.0,15,[54.0],"5384,1,29.0;2379,2,54.0"
1866,24.0,24,[],"3309,1,51.0;6454,13,20.0;6453,14,29.0;4552,15,24.0;6453,17,29.0;7934,18,8.0;7438,24,6.0"
1867,5.0,4,[55.0],"3111,1,19.0;4808,2,15.0;2946,3,29.0"
1868,11.0,11,[],"8178,1,29.0;9580,9,8.0"
1869,16.0,12,"[58.0, 59.0, 61.0, 63.0]","4545,1,19.0;7208,2,29.0;7311,3,28.0;7208,4,29.0"
1870,11.0,11,[],"6713,1,20.0"
1871,46.0,45,[98.0],"3149,1,16.0;4688,2,28.0;2615,3,42.0;6993,4,15.0;1684,13,40.0;4875,14,47.0;10168,45,5.0;4875,46,47.0"
1872,8.0,7,[61.0],"3972,1,14.0;2975,8,58.0"
1873,7.0,7,[],"6190,1,29.0;6613,2,7.0;5602,4,11.0;6190,6,29.0"
1874,24.0,24,[],"3657,1,17.0;6804,2,37.0;6895,3,14.0;7145,11,17.0"
1875,30.0,30,[],"6318,1,22.0;7609,2,18.0;7693,13,25.0"
1876,10.0,9,[62.0],"5591,1,17.0;6716,2,10.0;7299,8,4.0;2572,9,55.0;5729,10,22.0"
1877,24.0,24,[],"6580,1,25.0"
1878,46.0,46,[],"5569,1,18.0;5938,8,23.0;2728,9,49.0;8420,23,18.0;8213,34,23.0"
1879,9.0,9,[],"7124,1,29.0;6650,6,18.0"
1880,24.0,24,[],"3881,1,48.0"
1881,10.0,10,[],"6745,1,10.0"
1882,46.0,46,[],"4864,1,28.0;3023,16,26.0;2632,17,26.0;7127,18,13.0;7126,21,27.0;7834,28,23.0;6995,29,35.0;9360,40,8.0;10262,41,7.0;7459,46,20.0"
1883,16.0,16,[],"3723,1,54.0"
1884,37.0,37,[],"6229,1,12.0;5620,7,40.0;5383,28,30.0;5620,31,40.0;5383,32,30.0"
1885,28.0,28,[],"3012,1,55.0;7228,19,21.0"
1886,18.0,18,[],"5433,1,24.0;1828,2,63.0;5433,3,24.0"
1887,40.0,39,[80.0],"4376,1,37.0;8052,23,25.0;7082,24,22.0;7556,25,14.0;9227,26,8.0;8243,27,16.0;7939,29,29.0;2552,30,45.0;8984,31,14.0"
1888,46.0,43,"[68.0, 97.0, 99.0]","6523,1,17.0;7024,11,11.0;6172,15,48.0;8773,31,10.0;7675,33,25.0;9346,44,8.0;7675,45,25.0;6172,46,48.0"
1889,5.0,5,[],"6342,1,13.0"
1890,11.0,11,[],"5708,1,25.0;4431,2,51.0"
1891,9.0,9,[],"4610,1,15.0;2358,2,45.0;6937,5,17.0"
1892,30.0,30,[],"1435,1,45.0;6979,2,30.0"
1893,37.0,36,[68.0],"1592,1,51.0;7533,15,24.0;8193,21,21.0"
1894,45.0,45,[],"4791,1,42.0;9345,27,10.0;1600,28,46.0;7092,29,26.0"
1895,5.0,5,[],"8539,1,7.0"
1896,12.0,12,[],"4797,1,35.0"
1897,9.0,9,[],"6790,1,10.0"
1898,45.0,45,[],"4511,1,29.0;6996,12,6.0;8059,13,16.0;8101,14,4.0;8059,16,16.0;8061,17,30.0;8059,24,16.0;8502,26,12.0;8059,28,16.0;8061,30,30.0;9548,31,4.0;9957,32,13.0;10192,44,6.0"
1899,28.0,28,[],"5847,1,21.0;1600,2,46.0;5847,4,21.0;7214,19,14.0;8229,20,4.0;7422,21,32.0;6960,22,22.0"
1900,17.0,15,"[55.0, 56.0]","2942,1,58.0"
1901,25.0,25,[],"7318,1,9.0;6052,2,41.0"
1902,7.0,7,[],"5966,1,23.0"
1903,7.0,7,[],"549,1,49.0"
1904,45.0,45,[],"2788,1,40.0;6349,15,22.0;7689,17,15.0;8293,18,6.0;8641,19,18.0;10275,36,8.0;9407,41,9.0;10746,42,5.0"
1905,21.0,21,[],"3572,1,52.0"
1906,44.0,44,[],"598,1,48.0;1062,21,70.0"
1907,9.0,9,[],"9995,1,7.0;9168,2,12.0;9995,7,7.0"
1908,17.0,16,[71.0],"6818,1,15.0;7069,16,6.0;6670,17,39.0"
1909,45.0,45,[],"5298,1,18.0;6646,5,11.0;4139,6,36.0;2790,30,37.0;8662,40,13.0"
1910,7.0,7,[],"4032,1,33.0;6635,7,17.0"
1911,18.0,17,[60.0],"6190,1,29.0;5602,5,11.0;6190,6,29.0"
1912,32.0,32,[],"837,1,65.0;6957,2,26.0;5768,28,28.0;8454,29,14.0"
1913,17.0,17,[],"1638,1,69.0"
1914,37.0,37,[],"4885,1,26.0;6868,9,14.0;3087,14,46.0;7556,15,14.0;7082,16,22.0;8052,18,25.0;7082,19,22.0;6868,20,14.0;8799,21,9.0;8978,22,8.0;1977,27,56.0;7829,28,9.0;8365,29,8.0;7250,30,9.0;9687,31,8.0"
1915,44.0,44,[],"5948,1,47.0"
1916,4.0,4,[],"3404,1,18.0;3828,3,56.0;3404,4,18.0"
1917,10.0,9,[63.0],"5819,1,17.0;6717,5,11.0;6905,6,17.0;6717,7,11.0;6905,9,17.0;3349,10,45.0"
1918,21.0,21,[],"3782,1,28.0;5606,2,35.0;3782,4,28.0;5606,6,35.0"
1919,26.0,26,[],"6848,1,42.0"
1920,5.0,5,[],"7039,1,12.0;7839,2,17.0;8116,5,20.0"
1921,9.0,9,[],"4996,1,17.0;4421,2,32.0;4503,3,15.0;4707,4,16.0;6831,9,34.0"
1922,8.0,8,[],"6922,1,19.0"
1923,13.0,13,[],"5739,1,22.0;6359,12,12.0;6800,13,14.0"
1924,44.0,44,[],"162,1,65.0;8241,28,23.0;7832,30,27.0;9383,31,15.0;9564,43,15.0"
1925,4.0,4,[],"6269,1,11.0"
1926,26.0,26,[],"6960,1,22.0;7217,7,11.0;4105,10,48.0"
1927,34.0,34,[],"6039,1,12.0;6905,8,17.0;7653,19,22.0"
1928,8.0,8,[],"3181,1,26.0;6854,3,24.0"
1929,24.0,24,[],"6510,1,10.0;5384,7,29.0"
1930,9.0,9,[],"6447,1,15.0"
1931,11.0,11,[],"6786,1,26.0;6219,2,13.0;4525,6,15.0;6219,8,13.0"
1932,21.0,21,[],"3405,1,48.0;4539,18,24.0"
1933,6.0,5,[56.0],"3989,1,43.0;5122,3,25.0"
1934,9.0,9,[],"3572,1,52.0;5336,2,43.0;7101,3,4.0;3572,4,52.0;7098,9,4.0"
1935,15.0,15,[],"6486,1,18.0;7723,12,19.0"
1936,4.0,4,[],"6931,1,7.0"
1937,10.0,10,[],"5409,1,27.0"
1938,6.0,6,[],"5397,1,22.0;4062,6,40.0"
1939,15.0,15,[],"5903,1,13.0;6970,2,18.0;5395,14,29.0;8141,15,9.0"
1940,31.0,31,[],"4944,1,19.0;6398,4,33.0;5434,18,33.0;7999,19,15.0;3374,20,34.0;7999,22,15.0"
1941,10.0,10,[],"5540,1,24.0"
1942,19.0,18,[57.0],"6781,1,14.0;5055,2,29.0;6321,3,19.0;6246,13,35.0;7518,14,11.0"
1943,15.0,14,[56.0],"6620,1,5.0;6579,2,18.0;6635,9,17.0"
1944,31.0,31,[],"5450,1,22.0;5690,11,16.0;3982,12,17.0;7920,13,25.0;5686,14,16.0;7710,16,27.0"
1945,24.0,24,[],"6231,1,26.0;7027,2,6.0;6231,3,26.0;4106,12,32.0;7895,16,17.0;8231,19,14.0;8899,20,17.0"
1946,44.0,42,"[80.0, 85.0]","6791,1,29.0;7287,22,24.0;7286,23,16.0;6650,24,18.0;8686,25,14.0;7286,26,16.0;8416,27,11.0;7501,31,20.0;7287,32,24.0"
1947,15.0,15,[],"444,1,57.0"
1948,12.0,12,[],"6970,1,18.0;5315,2,16.0;6970,6,18.0;298,11,40.0"
1949,15.0,15,[],"2039,1,75.0"
1950,14.0,13,[60.0],"5545,1,41.0;5683,2,33.0;7074,3,6.0;5683,4,33.0;5545,8,41.0"
1951,11.0,11,[],"6077,1,29.0;1155,6,56.0;7322,7,12.0"
1952,11.0,11,[],"5217,1,22.0"
1953,13.0,13,[],"3591,1,26.0;2966,9,29.0;7263,10,7.0"
1954,11.0,11,[],"6966,1,8.0;5898,2,16.0;7245,3,5.0;7367,4,7.0;6688,8,9.0"
1955,5.0,5,[],"6454,1,20.0"
1956,4.0,4,[],"6852,1,8.0"
1957,6.0,6,[],"6998,1,9.0"
1958,6.0,6,[],"7754,1,4.0;5981,2,18.0"
1959,19.0,19,[],"5699,1,43.0"
1960,7.0,7,[],"6582,1,4.0;4421,2,32.0;5659,3,7.0;4996,4,17.0;6582,5,4.0;7003,6,6.0"
1961,14.0,14,[],"7012,1,36.0"
1962,38.0,38,[],"6995,1,35.0;8713,21,22.0;7834,28,23.0;7126,34,27.0;7459,35,20.0"
1963,5.0,5,[],"5981,1,18.0"
1964,43.0,43,[],"5401,1,25.0;5971,10,33.0;8011,12,23.0;6848,30,42.0"
1965,8.0,8,[],"6461,1,15.0"
1966,21.0,21,[],"6185,1,23.0"
1967,5.0,5,[],"6198,1,15.0"
1968,34.0,34,[],"6596,1,6.0;7099,2,11.0;6381,11,33.0;7782,18,16.0;6381,19,33.0;9689,33,11.0"
1969,26.0,26,[],"6005,1,34.0;6444,9,17.0;6005,10,34.0;8085,19,12.0"
1970,24.0,23,[63.0],"6374,1,14.0;6892,3,4.0;6775,4,5.0;4038,5,47.0;7130,6,6.0;6775,7,5.0;6374,8,14.0;8247,15,16.0;8501,17,9.0;8497,18,6.0;1687,19,68.0"
1971,16.0,16,[],"2040,1,42.0"
1972,4.0,4,[],"6992,1,10.0"
1973,31.0,31,[],"5383,1,30.0;4228,7,21.0;7238,8,12.0;6566,14,23.0;8458,31,9.0"
1974,17.0,16,[64.0],"5482,1,43.0"
1975,13.0,12,[58.0],"6980,1,7.0;6781,2,14.0"
1976,9.0,9,[],"2940,1,48.0;1250,9,55.0"
1977,23.0,22,[75.0],"5563,1,20.0;7306,4,7.0;7421,5,31.0;7531,6,4.0;6440,7,17.0;7804,8,10.0;7687,17,10.0;4602,19,33.0"
1978,17.0,16,[68.0],"6120,1,19.0;7109,6,10.0;4339,7,35.0;6120,12,19.0;8359,13,4.0;2632,14,26.0;7126,15,27.0;3153,16,60.0"
1979,8.0,8,[],"6962,1,22.0;7174,2,10.0;6614,3,15.0;7455,8,10.0"
1980,11.0,11,[],"6883,1,24.0;6884,3,17.0;7125,4,21.0;6449,5,29.0;6650,6,18.0"
1981,26.0,26,[],"1002,1,57.0;6124,12,28.0;8111,26,7.0"
1982,15.0,15,[],"6725,1,9.0;4441,3,38.0;5907,8,18.0;4322,9,40.0;5093,10,38.0;5427,11,28.0"
1983,9.0,7,"[60.0, 62.0]","7217,1,11.0;6155,2,21.0;7677,5,6.0"
1984,15.0,15,[],"2872,1,57.0;3153,2,60.0"
1985,22.0,20,"[59.0, 61.0]","5894,1,8.0;6587,2,8.0;7022,3,6.0;397,4,57.0;7022,5,6.0;6736,6,5.0;397,7,57.0;7253,8,22.0"
1986,6.0,6,[],"4929,1,41.0"
1987,8.0,8,[],"4766,1,24.0"
1988,14.0,14,[],"8791,1,23.0"
1989,33.0,33,[],"6894,1,23.0;6710,17,25.0;9599,27,12.0"
1990,15.0,15,[],"8069,1,4.0;7218,5,20.0"
1991,36.0,36,[],"5644,1,30.0;7094,2,39.0"
1992,25.0,25,[],"2021,1,64.0;4011,2,39.0"
1993,17.0,17,[],"6847,1,19.0;7509,5,21.0;5779,6,23.0;7351,7,17.0;5779,8,23.0"
1994,18.0,18,[],"2572,1,55.0"
1995,14.0,14,[],"5577,1,20.0"
1996,5.0,5,[],"4620,1,18.0"
1997,36.0,36,[],"4643,1,18.0;4950,2,23.0;5789,10,39.0;4914,31,31.0"
1998,17.0,17,[],"8428,1,17.0;7405,8,21.0"
1999,12.0,12,[],"619,1,47.0"
2000,16.0,16,[],"7090,1,8.0;7091,2,42.0;6391,3,22.0"
2001,15.0,15,[],"2491,1,44.0"
2002,17.0,17,[],"6706,1,22.0"
2003,41.0,41,[],"5509,1,48.0;9168,41,12.0"
2004,34.0,26,"[60.0, 61.0, 62.0, 63.0, 64.0, 66.0, 69.0, 71.0]","6888,1,18.0;3616,2,32.0;7277,4,5.0;7644,5,15.0;7694,6,9.0;7856,7,5.0;8061,9,30.0;8103,10,10.0;7293,12,7.0;8503,14,9.0;8505,15,23.0;7581,25,16.0;8505,26,23.0"
2005,15.0,15,[],"6261,1,13.0;7783,11,18.0"
2006,12.0,12,[],"6444,1,17.0;6005,9,34.0;7500,11,11.0"
2007,8.0,5,"[59.0, 63.0, 66.0]","7143,1,7.0;3616,2,32.0;7277,3,5.0;4727,4,24.0;5116,5,22.0;7141,6,5.0;5116,7,22.0;7869,8,10.0"
2008,7.0,7,[],"7088,1,10.0"
2009,26.0,26,[],"6116,1,13.0;2632,3,26.0;2872,4,57.0;6995,14,35.0;6884,15,17.0;6995,18,35.0;2872,20,57.0;3153,22,60.0;2872,23,57.0"
2010,15.0,15,[],"5972,1,23.0"
2011,8.0,8,[],"7244,1,5.0;6788,3,12.0;7427,4,21.0;6687,5,15.0"
2012,10.0,10,[],"6342,1,13.0;7626,6,10.0"
2013,41.0,40,[69.0],"5843,1,17.0;7509,10,21.0;5779,11,23.0;7508,12,32.0;9708,41,9.0"
2014,30.0,30,[],"4710,1,33.0;7948,14,19.0;7326,15,13.0;7477,22,16.0"
2015,5.0,5,[],"4089,1,31.0"
2016,13.0,11,"[70.0, 71.0]","3483,1,43.0;6197,5,23.0;7433,6,9.0;6504,12,43.0"
2017,6.0,6,[],"10084,1,6.0"
2018,6.0,6,[],"6352,1,22.0"
2019,11.0,11,[],"6983,1,19.0"
2020,12.0,12,[],"7226,1,21.0"
2021,5.0,5,[],"7225,1,10.0"
2022,14.0,14,[],"3879,1,27.0;4400,7,26.0;6296,8,40.0;4400,10,26.0;5519,11,18.0;5203,12,29.0"
2023,9.0,8,[92.0],"8955,1,7.0;9789,2,7.0;8955,3,7.0;9789,4,7.0;8875,5,14.0"
2024,21.0,21,[],"7654,1,30.0"
2025,15.0,15,[],"6753,1,4.0;3865,2,30.0;1158,3,58.0"
2026,9.0,9,[],"6638,1,9.0;7117,3,14.0"
2027,5.0,5,[],"6782,1,12.0"
2028,15.0,15,[],"7350,1,6.0;152,2,81.0;7512,3,21.0;152,4,81.0"
2029,11.0,11,[],"3516,1,29.0"
2030,40.0,40,[],"6850,1,27.0;7748,10,13.0;8771,15,13.0;278,24,55.0;9498,25,17.0;4825,33,45.0;5768,34,28.0;10108,35,8.0;5768,40,28.0"
2031,8.0,8,[],"3909,1,37.0"
2032,10.0,10,[],"3874,1,30.0;8023,9,16.0"
2033,4.0,4,[],"4376,1,37.0;2552,3,45.0"
2034,5.0,5,[],"5497,1,21.0;4039,2,37.0;5511,3,12.0"
2035,9.0,6,"[66.0, 67.0, 68.0]","7240,1,9.0;6513,4,35.0;7335,5,7.0;4228,6,21.0;6513,7,35.0"
2036,37.0,37,[],"7257,1,7.0;5775,6,41.0"
2037,5.0,5,[],"2975,1,58.0;1814,5,54.0"
