z,y,x,idx
103.59622,283.31995,427.89267,766
104.41873,331.88568,557.5569,767
104.36204,432.3449,417.46576,768
104.298904,523.83307,458.41135,769
104.4166,550.2879,416.78134,770
104.0258,566.98157,417.93393,771
103.8889,579.94867,444.00824,772
104.26091,684.4084,414.076,773
104.27452,0.0,443.50104,774
105.94501,0.0,454.15222,775
104.44118,0.0,484.67633,776
105.01812,126.61742,433.59714,777
104.29803,230.69498,664.8859,778
104.42964,295.1901,427.01044,779
104.802666,333.14008,423.5616,780
105.36112,448.09705,419.02264,781
104.507324,539.50476,502.86932,782
104.62959,545.7605,467.1708,783
105.90663,0.0,501.2203,784
105.738945,103.26861,442.2858,785
105.68159,157.30913,582.30853,786
107.41895,181.34335,688.87134,787
105.39572,196.93297,690.602,788
106.4057,213.01012,510.2279,789
106.434364,213.4646,623.6493,790
105.90332,234.70197,649.1758,791
106.49846,289.99762,612.99506,792
106.20555,519.54126,416.41696,793
106.2182,631.5425,440.5959,794
106.0283,699.0041,416.81516,795
105.72582,201.24844,622.1653,796
106.424934,213.791,692.34827,797
106.59087,222.50354,693.41486,798
107.00155,228.28763,637.32635,799
107.015396,493.37842,483.08463,800
107.13492,512.01025,453.83487,801
108.13616,528.4023,440.53458,802
108.01089,128.73662,650.5746,803
107.56208,192.86858,682.174,804
107.51338,210.99881,491.9972,805
107.92232,223.56172,626.70776,806
107.61238,231.72685,489.88556,807
108.04928,306.82578,511.6013,808
107.526146,329.08774,540.31915,809
108.1995,333.56534,433.03247,810
108.41759,336.59253,569.3988,811
108.883896,452.60486,464.78717,812
107.31159,474.48853,421.41223,813
108.99884,33.999638,485.9948,814
109.08817,103.956245,670.09357,815
108.9347,141.84746,582.1043,816
108.54359,180.74805,488.93286,817
109.28033,209.70491,630.9168,818
108.514435,245.46732,695.9978,819
109.7104,312.99872,516.34515,820
109.32439,456.4567,423.68268,821
108.70996,508.65247,464.91046,822
109.04362,532.6856,474.24704,823
108.33305,549.3538,484.13733,824
108.81524,579.60724,435.83856,825
